Date,RELIANCE,HDFC,HDFCBANK,INFY,ICICIBANK,NIFTY 50
2018-01-01,909.75,1683.75,1854.5,1033.55,310.3,10435.55
2018-01-02,911.15,1703.25,1872.35,1029.7,309.7,10442.2
2018-01-03,914.8,1700.8,1852.65,1021.3,315.0,10443.2
2018-01-04,920.3,1703.2,1859.9,1015.4,314.7,10504.8
2018-01-05,923.25,1725.2,1863.6,1012.0,312.9,10558.85
2018-01-08,928.55,1740.95,1860.6,1036.05,314.15,10623.6
2018-01-09,940.95,1735.05,1863.7,1041.35,312.6,10637.0
2018-01-10,942.35,1726.45,1864.2,1052.25,312.0,10632.2
2018-01-11,937.75,1741.35,1872.55,1075.8,309.5,10651.2
2018-01-12,949.0,1760.95,1865.3,1078.45,317.7,10681.25
2018-01-15,949.15,1871.2,1897.75,1081.15,329.3,10741.55
2018-01-16,922.95,1845.95,1900.15,1122.85,334.1,10700.45
2018-01-17,924.5,1858.35,1890.5,1152.1,343.25,10788.55
2018-01-18,919.7,1896.8,1934.3,1152.7,346.15,10817.0
2018-01-19,931.3,1901.25,1952.2,1143.45,353.6,10894.7
2018-01-22,971.5,1872.0,1963.35,1150.0,351.5,10966.2
2018-01-23,983.25,1884.65,1951.3,1177.1,362.3,11083.7
2018-01-24,966.35,1911.2,1957.65,1185.8,352.75,11086.0
2018-01-25,965.9,1908.3,1974.95,1175.4,360.8,11069.65
2018-01-29,964.5,1967.6,1999.65,1182.9,357.65,11130.4
2018-01-30,950.4,1937.5,1995.5,1170.65,353.25,11049.65
2018-01-31,961.3,1956.3,2005.7,1150.25,352.95,11027.7
2018-02-01,943.85,1967.55,1991.15,1144.6,346.2,11016.9
2018-02-02,904.35,1903.85,1948.0,1143.25,335.1,10760.6
2018-02-05,902.15,1823.35,1913.85,1138.2,329.7,10666.55
2018-02-06,892.1,1788.6,1896.8,1107.75,330.7,10498.25
2018-02-07,894.4,1785.35,1872.8,1109.05,332.55,10476.7
2018-02-08,904.55,1811.8,1880.95,1134.25,333.85,10576.85
2018-02-09,897.85,1773.05,1849.5,1109.15,326.75,10454.95
2018-02-12,915.5,1805.45,1876.65,1102.8,326.25,10539.75
2018-02-14,933.65,1814.0,1883.15,1097.75,318.95,10500.9
2018-02-15,935.65,1829.5,1881.9,1114.45,328.65,10545.5
2018-02-16,921.3,1815.5,1878.6,1128.05,321.05,10452.3
2018-02-19,927.0,1814.05,1878.2,1131.75,319.75,10378.4
2018-02-20,921.1,1811.75,1863.2,1136.95,317.25,10360.4
2018-02-21,929.35,1824.8,1857.4,1147.4,319.2,10397.45
2018-02-22,924.35,1819.25,1853.2,1160.75,318.35,10382.7
2018-02-23,934.25,1824.2,1880.55,1155.65,322.75,10491.05
2018-02-26,938.7,1843.25,1911.55,1138.6,327.05,10582.6
2018-02-27,950.5,1828.65,1902.55,1150.2,322.15,10554.3
2018-02-28,954.55,1808.7,1884.2,1172.6,313.25,10492.85
2018-03-01,948.4,1814.15,1874.35,1160.75,304.95,10458.35
2018-03-05,924.1,1789.6,1869.95,1155.9,303.35,10358.85
2018-03-06,910.85,1782.8,1846.25,1151.35,295.05,10249.25
2018-03-07,889.75,1761.75,1832.6,1144.1,286.7,10154.2
2018-03-08,911.45,1798.75,1852.85,1156.65,296.95,10242.65
2018-03-09,913.1,1818.6,1851.05,1163.4,292.7,10226.85
2018-03-12,930.3,1858.05,1867.25,1185.75,300.65,10421.4
2018-03-13,931.85,1868.5,1860.25,1183.8,304.35,10426.85
2018-03-14,929.05,1844.7,1864.5,1180.8,306.05,10410.9
2018-03-15,911.8,1830.0,1880.8,1182.5,301.45,10360.15
2018-03-16,900.05,1791.4,1853.0,1171.9,298.1,10195.15
2018-03-19,895.5,1774.5,1847.25,1146.75,294.55,10094.25
2018-03-20,889.8,1800.05,1839.5,1164.55,292.0,10124.35
2018-03-21,896.9,1817.85,1858.9,1167.5,289.2,10155.25
2018-03-22,908.15,1809.55,1867.75,1161.3,283.25,10114.75
2018-03-23,893.9,1789.6,1841.55,1167.6,275.55,9998.05
2018-03-26,901.1,1830.15,1893.45,1155.25,281.65,10130.65
2018-03-27,899.8,1823.15,1892.6,1154.0,283.9,10184.15
2018-03-28,882.7,1825.6,1886.1,1131.8,278.35,10113.7
2018-04-02,892.95,1838.05,1931.2,1137.15,261.85,10211.8
2018-04-03,899.55,1825.7,1915.9,1140.45,270.05,10245.0
2018-04-04,894.9,1803.3,1883.25,1124.2,268.65,10128.4
2018-04-05,908.2,1824.45,1908.9,1147.55,278.65,10325.15
2018-04-06,911.0,1829.0,1923.4,1127.0,280.65,10331.6
2018-04-09,916.0,1836.7,1939.05,1111.25,280.85,10379.35
2018-04-10,917.05,1817.5,1920.85,1113.4,288.8,10402.25
2018-04-11,930.85,1812.4,1918.85,1124.25,284.55,10417.15
2018-04-12,928.7,1829.05,1928.8,1162.6,286.75,10458.65
2018-04-13,938.85,1840.6,1925.0,1171.45,288.25,10480.6
2018-04-16,937.05,1870.45,1942.1,1133.2,287.6,10528.35
2018-04-17,944.25,1889.7,1948.5,1125.2,291.75,10548.7
2018-04-18,938.0,1877.7,1932.6,1125.95,290.05,10526.2
2018-04-19,942.3,1858.65,1939.0,1132.85,289.6,10565.3
2018-04-20,927.9,1834.15,1955.9,1178.45,282.15,10564.05
2018-04-23,936.0,1830.85,1935.75,1187.7,279.4,10584.7
2018-04-24,970.05,1859.55,1935.0,1154.5,284.1,10614.35
2018-04-25,970.5,1849.5,1920.75,1160.35,278.9,10570.55
2018-04-26,975.35,1850.45,1930.25,1176.45,278.85,10617.8
2018-04-27,996.3,1853.75,1923.4,1185.2,287.9,10692.3
2018-04-30,963.3,1883.25,1944.3,1199.5,284.2,10739.35
2018-05-02,972.7,1910.6,1969.5,1197.05,276.9,10718.05
2018-05-03,961.6,1922.7,1967.9,1182.55,281.9,10679.65
2018-05-04,953.95,1910.35,1988.5,1173.1,282.85,10618.25
2018-05-07,971.0,1918.7,1977.4,1183.0,289.8,10715.5
2018-05-08,967.1,1903.35,1967.05,1165.55,309.3,10717.8
2018-05-09,976.7,1897.65,1978.4,1170.7,306.8,10741.7
2018-05-10,981.15,1894.3,1992.7,1168.0,306.85,10716.55
2018-05-11,989.25,1919.8,2011.75,1180.75,310.95,10806.5
2018-05-14,986.6,1930.6,2021.75,1189.3,310.1,10806.6
2018-05-15,978.95,1929.55,2037.8,1194.55,308.25,10801.85
2018-05-16,956.15,1914.55,2023.35,1189.95,297.25,10741.1
2018-05-17,945.35,1875.1,2027.75,1182.9,296.0,10682.7
2018-05-18,933.85,1853.0,2012.15,1183.2,286.1,10596.4
2018-05-21,931.35,1819.2,1993.05,1179.5,289.3,10516.7
2018-05-22,926.75,1810.0,1989.9,1193.85,290.3,10536.7
2018-05-23,912.25,1783.65,1967.5,1184.9,292.05,10430.35
2018-05-24,915.85,1806.1,1986.0,1221.0,297.7,10513.85
2018-05-25,920.8,1819.75,2008.7,1228.3,295.65,10605.15
2018-05-28,920.4,1829.55,2042.2,1214.4,299.25,10688.65
2018-05-29,917.45,1809.75,2032.6,1216.7,289.9,10633.3
2018-05-30,916.1,1790.8,2048.35,1211.7,284.9,10614.35
2018-05-31,921.35,1833.0,2139.45,1231.8,285.8,10736.15
2018-06-01,930.55,1844.25,2110.6,1220.8,289.3,10696.2
2018-06-04,940.85,1833.15,2046.2,1239.4,286.75,10628.5
2018-06-05,947.65,1848.4,2063.6,1220.85,284.1,10593.15
2018-06-06,954.4,1858.45,2057.35,1237.45,283.9,10684.65
2018-06-07,971.35,1869.0,2062.2,1252.45,290.9,10768.35
2018-06-08,984.35,1840.45,2049.35,1260.05,288.25,10767.65
2018-06-11,982.65,1839.45,2042.3,1262.4,286.4,10786.95
2018-06-12,997.15,1847.7,2043.85,1258.5,287.4,10842.85
2018-06-13,1002.5,1832.3,2031.45,1274.8,290.75,10856.7
2018-06-14,1007.95,1833.75,2037.4,1239.7,284.75,10808.05
2018-06-15,1014.2,1832.25,2029.6,1281.25,282.5,10817.7
2018-06-18,1015.55,1823.55,2019.15,1267.4,293.0,10799.85
2018-06-19,996.05,1828.0,2023.5,1241.6,292.8,10710.45
2018-06-20,1019.25,1847.0,2056.15,1243.15,293.2,10772.05
2018-06-21,1031.95,1858.9,2057.6,1246.55,297.95,10741.1
2018-06-22,1012.5,1906.75,2083.35,1247.85,300.65,10821.85
2018-06-25,1004.45,1893.8,2094.95,1272.45,289.7,10762.45
2018-06-26,978.95,1915.85,2093.7,1277.85,288.1,10769.15
2018-06-27,965.85,1904.85,2112.6,1270.0,279.05,10671.4
2018-06-28,944.95,1878.0,2130.85,1289.6,271.4,10589.1
2018-06-29,972.45,1908.1,2108.45,1307.2,275.4,10714.3
2018-07-02,960.6,1897.1,2073.25,1334.7,277.4,10657.3
2018-07-03,971.3,1879.7,2070.2,1353.75,272.9,10699.9
2018-07-04,990.1,1922.5,2103.55,1345.2,273.25,10769.9
2018-07-05,964.5,1931.05,2123.75,1284.0,271.55,10749.75
2018-07-06,977.55,1916.85,2115.15,1284.25,270.05,10772.65
2018-07-09,997.1,1904.9,2125.65,1298.85,271.2,10852.9
2018-07-10,1025.7,1942.55,2146.4,1301.4,273.4,10947.25
2018-07-11,1038.8,1928.1,2148.25,1320.45,268.75,10948.3
2018-07-12,1082.35,1962.7,2165.95,1294.35,272.3,11023.2
2018-07-13,1099.8,1972.5,2180.9,1317.4,267.75,11018.9
2018-07-16,1076.2,1991.2,2168.85,1332.85,259.25,10936.85
2018-07-17,1092.35,1989.3,2176.75,1327.9,266.45,11008.05
2018-07-18,1092.55,2009.45,2176.2,1322.55,262.7,10980.45
2018-07-19,1104.85,1988.4,2186.1,1316.7,261.2,10957.1
2018-07-20,1128.65,1973.85,2189.05,1348.1,265.8,11010.2
2018-07-23,1120.3,1966.85,2156.45,1355.95,275.55,11084.75
2018-07-24,1110.95,1975.55,2159.75,1377.15,274.35,11134.3
2018-07-25,1115.15,2000.85,2170.35,1383.75,274.65,11132.0
2018-07-26,1110.65,2023.4,2192.6,1373.25,285.65,11167.3
2018-07-27,1129.85,2047.25,2202.15,1373.45,293.2,11278.35
2018-07-30,1151.4,2028.75,2169.9,1351.0,307.35,11319.55
2018-07-31,1186.0,1994.85,2179.5,1365.1,304.25,11356.5
2018-08-01,1192.35,1970.15,2158.7,1354.05,299.3,11346.2
2018-08-02,1168.35,1931.95,2130.2,1353.65,298.55,11244.7
2018-08-03,1176.95,1977.5,2121.65,1364.1,305.0,11360.8
2018-08-06,1192.6,1979.3,2114.3,1360.65,315.1,11387.1
2018-08-07,1184.2,1978.6,2130.9,1367.95,313.15,11389.45
2018-08-08,1217.7,1984.6,2136.35,1362.75,318.7,11450.0
2018-08-09,1217.95,1969.95,2118.5,1379.95,333.0,11470.7
2018-08-10,1204.2,1974.3,2114.45,1385.45,328.6,11429.5
2018-08-13,1187.7,1947.0,2091.65,1408.75,324.9,11355.75
2018-08-14,1210.6,1941.5,2089.1,1408.3,332.45,11435.1
2018-08-16,1200.8,1891.2,2075.7,1429.55,334.3,11385.05
2018-08-17,1203.75,1885.65,2077.35,1430.35,340.0,11470.75
2018-08-20,1234.9,1920.05,2096.2,1384.25,338.45,11551.75
2018-08-21,1247.2,1913.35,2096.05,1383.95,338.85,11570.9
2018-08-23,1269.45,1906.3,2079.9,1397.4,337.2,11582.75
2018-08-24,1277.5,1919.05,2069.85,1378.3,330.15,11557.1
2018-08-27,1291.5,1924.85,2080.45,1415.4,339.9,11691.95
2018-08-28,1319.0,1955.15,2094.85,1424.7,338.9,11738.5
2018-08-29,1294.2,1956.25,2078.5,1410.1,340.65,11691.9
2018-08-30,1274.45,1934.15,2066.1,1416.2,344.35,11676.8
2018-08-31,1241.65,1935.95,2061.2,1441.1,342.6,11680.5
2018-09-03,1229.15,1944.8,2075.05,1434.25,334.15,11582.35
2018-09-04,1241.95,1954.8,2051.8,737.15,328.5,11520.3
2018-09-05,1227.0,1937.4,2045.85,729.9,329.65,11476.95
2018-09-06,1261.4,1956.15,2052.2,727.15,328.65,11536.9
2018-09-07,1278.6,1920.0,2056.95,732.8,335.1,11589.1
2018-09-10,1255.85,1883.55,2041.15,730.85,332.9,11438.1
2018-09-11,1237.7,1868.05,2000.4,734.3,326.55,11287.5
2018-09-12,1252.5,1877.8,2011.85,742.9,322.9,11369.9
2018-09-14,1253.15,1925.45,2029.6,733.7,328.35,11515.2
2018-09-17,1225.9,1878.85,1992.2,725.95,325.7,11377.75
2018-09-18,1217.15,1855.7,1989.2,719.1,318.85,11278.9
2018-09-19,1210.75,1830.65,1961.35,719.75,320.95,11234.35
2018-09-21,1217.5,1839.4,1970.25,705.3,317.1,11143.1
2018-09-24,1232.05,1718.7,1925.7,718.25,308.75,10967.4
2018-09-25,1230.6,1773.35,1952.4,726.2,311.1,11067.45
2018-09-26,1251.4,1767.45,1968.2,717.85,313.1,11053.8
2018-09-27,1253.75,1729.0,1976.15,724.8,306.65,10977.55
2018-09-28,1257.95,1754.5,2006.05,730.05,305.55,10930.45
2018-10-01,1231.7,1806.35,2035.45,746.65,314.0,11008.3
2018-10-03,1205.1,1797.55,2031.15,728.5,303.7,10858.25
2018-10-04,1122.25,1778.45,1957.75,707.2,316.5,10599.25
2018-10-05,1048.85,1708.65,1965.3,724.6,307.3,10316.45
2018-10-08,1109.4,1667.7,1945.0,714.45,310.85,10348.05
2018-10-09,1090.05,1712.75,1940.6,717.75,306.25,10301.05
2018-10-10,1102.1,1736.95,1967.15,700.45,319.85,10460.1
2018-10-11,1087.8,1684.55,1937.55,673.35,311.7,10234.65
2018-10-12,1126.55,1730.3,1981.85,678.8,319.4,10472.5
2018-10-15,1139.75,1732.9,2008.05,698.8,313.35,10512.5
2018-10-16,1163.8,1756.25,1992.75,695.25,320.65,10584.75
2018-10-17,1151.3,1737.8,1974.6,705.35,314.8,10453.05
2018-10-19,1101.3,1660.25,1967.75,683.55,315.45,10303.55
2018-10-22,1062.65,1658.3,1998.9,679.95,327.1,10245.25
2018-10-23,1054.7,1686.75,1984.85,657.6,322.85,10146.8
2018-10-24,1045.75,1741.45,1992.25,649.8,322.0,10224.75
2018-10-25,1030.8,1694.45,1968.8,648.75,319.95,10124.9
2018-10-26,1044.9,1702.1,1961.2,633.6,315.65,10030.0
2018-10-29,1087.8,1698.4,1926.3,644.75,349.4,10250.85
2018-10-30,1057.0,1671.9,1912.75,659.6,345.7,10198.4
2018-10-31,1061.25,1769.25,1911.75,686.4,355.0,10386.6
2018-11-01,1056.25,1762.0,1912.2,666.7,353.7,10380.45
2018-11-02,1074.9,1824.4,1949.45,662.25,354.45,10553.0
2018-11-05,1090.3,1792.9,1956.0,666.0,349.65,10524.0
2018-11-06,1104.1,1805.9,1946.55,666.45,353.1,10530.0
2018-11-07,1110.7,1815.85,1957.95,675.5,355.9,10598.4
2018-11-09,1093.45,1816.1,1945.4,659.5,356.85,10585.2
2018-11-12,1080.0,1795.9,1921.05,664.2,352.35,10482.2
2018-11-13,1099.45,1824.7,1927.75,665.7,360.9,10582.5
2018-11-14,1097.95,1839.15,1957.75,653.2,366.6,10576.3
2018-11-15,1096.85,1853.6,1975.15,656.4,370.0,10616.7
2018-11-16,1127.4,1889.0,2004.3,650.85,367.55,10682.2
2018-11-19,1150.0,1899.35,2013.9,651.7,362.4,10763.4
2018-11-20,1137.4,1876.8,2012.45,641.4,357.9,10656.2
2018-11-21,1112.9,1868.15,2018.75,619.1,356.75,10600.05
2018-11-22,1102.85,1873.7,2005.5,620.75,352.05,10526.75
2018-11-26,1109.75,1884.65,2049.8,621.45,356.35,10628.6
2018-11-27,1128.2,1901.7,2064.0,638.9,354.65,10685.6
2018-11-28,1152.65,1928.0,2089.25,666.4,359.0,10728.85
2018-11-29,1168.5,1956.3,2131.05,661.05,362.2,10858.7
2018-11-30,1167.55,1989.0,2128.45,667.45,355.15,10876.75
2018-12-03,1156.45,1980.75,2113.3,670.35,355.5,10883.75
2018-12-04,1152.3,1939.45,2085.55,685.25,357.95,10869.5
2018-12-05,1155.15,1973.3,2099.2,681.4,351.4,10782.9
2018-12-06,1123.65,1945.8,2097.05,668.5,347.65,10601.15
2018-12-07,1133.8,1951.35,2107.6,682.8,352.2,10693.7
2018-12-10,1090.25,1906.5,2088.75,669.2,346.35,10488.45
2018-12-11,1097.55,1905.25,2059.55,674.5,342.8,10549.15
2018-12-12,1110.5,1940.2,2085.3,678.5,349.95,10737.6
2018-12-13,1107.05,1942.05,2101.3,697.75,349.55,10791.55
2018-12-14,1112.2,1904.1,2095.7,706.05,351.9,10805.45
2018-12-17,1129.9,1960.35,2130.2,694.4,358.45,10888.35
2018-12-18,1136.4,1952.0,2135.45,676.6,362.25,10908.7
2018-12-19,1136.8,1981.7,2123.45,664.85,366.5,10967.3
2018-12-20,1128.45,1974.7,2137.45,667.05,362.15,10951.7
2018-12-21,1100.2,1948.6,2111.15,646.2,354.2,10754.0
2018-12-24,1089.15,1902.15,2080.65,649.0,352.75,10663.5
2018-12-26,1098.35,1933.35,2122.35,644.05,355.85,10729.85
2018-12-27,1120.2,1948.85,2105.05,656.8,355.65,10779.8
2018-12-28,1125.55,1979.95,2122.9,656.95,360.75,10859.9
2018-12-31,1121.25,1968.35,2121.7,658.95,360.15,10862.55
2019-01-01,1121.0,2009.0,2148.1,665.05,363.75,10910.1
2019-01-02,1106.4,1980.65,2128.5,669.05,364.6,10792.5
2019-01-03,1092.75,1936.85,2111.8,669.15,363.25,10672.25
2019-01-04,1098.65,1972.6,2117.45,661.05,365.2,10727.35
2019-01-07,1104.75,1972.9,2120.65,671.7,367.7,10771.8
2019-01-08,1104.65,1958.95,2103.0,670.05,380.15,10802.15
2019-01-09,1110.75,1994.95,2116.8,676.1,382.25,10855.15
2019-01-10,1107.5,1980.1,2108.5,679.7,379.5,10821.6
2019-01-11,1098.05,1991.4,2111.9,683.5,378.55,10794.95
2019-01-14,1096.8,1969.2,2101.65,701.9,373.35,10737.6
2019-01-15,1129.65,1992.15,2121.9,726.6,372.75,10886.8
2019-01-16,1135.9,1975.0,2120.2,736.8,375.3,10890.3
2019-01-17,1134.45,2004.55,2132.3,733.35,374.6,10905.2
2019-01-18,1184.35,2006.85,2130.25,730.95,372.0,10906.95
2019-01-21,1237.7,2004.45,2148.15,745.0,371.7,10961.85
2019-01-22,1235.15,1979.4,2135.85,745.35,369.05,10922.75
2019-01-23,1226.3,1958.25,2105.4,731.65,367.4,10831.5
2019-01-24,1247.45,1971.1,2102.25,732.0,364.8,10849.8
2019-01-25,1246.0,1977.8,2096.0,730.35,357.2,10780.55
2019-01-28,1229.55,1946.9,2084.15,727.95,343.55,10661.55
2019-01-29,1210.65,1922.3,2057.6,727.9,346.85,10652.2
2019-01-30,1195.7,1885.8,2034.7,725.9,365.9,10651.8
2019-01-31,1227.15,1922.35,2079.95,749.55,364.45,10830.95
2019-02-01,1249.95,1961.25,2090.45,757.05,354.65,10893.65
2019-02-04,1290.9,1978.5,2104.9,755.9,354.55,10912.25
2019-02-05,1291.55,1981.4,2114.05,754.85,352.65,10934.35
2019-02-06,1310.25,1987.95,2122.65,763.3,359.3,11062.45
2019-02-07,1290.4,1969.65,2117.25,764.0,358.65,11069.4
2019-02-08,1277.7,1944.65,2122.65,760.9,355.1,10943.6
2019-02-11,1253.25,1948.2,2139.65,762.8,350.05,10888.8
2019-02-12,1256.4,1905.05,2129.7,750.45,344.3,10831.4
2019-02-13,1245.95,1930.5,2143.45,754.9,339.75,10793.65
2019-02-14,1224.2,1900.7,2110.2,740.05,343.95,10746.05
2019-02-15,1244.45,1874.9,2100.65,741.95,342.15,10724.4
2019-02-18,1220.1,1874.85,2089.9,741.05,338.75,10640.95
2019-02-19,1216.1,1853.45,2084.05,724.3,343.25,10604.35
2019-02-20,1234.35,1870.5,2108.35,740.7,345.2,10735.45
2019-02-21,1246.9,1891.45,2115.9,733.45,351.3,10789.85
